lh_position_x,lh_position_y,lh_position_z,lh_orientation_x,lh_orientation_y,lh_orientation_z,lh_orientation_w,le_position_x,le_position_y,le_position_z,le_orientation_x,le_orientation_y,le_orientation_z,le_orientation_w,rh_position_x,rh_position_y,rh_position_z,rh_orientation_x,rh_orientation_y,rh_orientation_z,rh_orientation_w,re_position_x,re_position_y,re_position_z,re_orientation_x,re_orientation_y,re_orientation_z,re_orientation_w,stamp,gripper_state
0.784144337843736,0.019082372126303,-0.0784130294600617,0.691554,-0.050028,0.000399,-0.72059,0.463487331294434,0.117790940909129,-0.119128890520134,0.691554,-0.050028,0.000399,-0.72059,-0.776629137396237,-0.060205471416421,-0.0903332704363687,0.691554,-0.050028,0.000399,-0.72059,-0.464498529623385,0.0712417369870388,-0.143834316928995,0.691554,-0.050028,0.000399,-0.72059,11,0.145
0.784156200160665,0.0188871241871951,-0.078488109216967,0.691632,-0.04945,-0.00025,-0.720555,0.463484154772478,0.117551310220523,-0.119372174025375,0.691632,-0.04945,-0.00025,-0.720555,-0.776618240793455,-0.0603190805715935,-0.0901533367952424,0.691632,-0.04945,-0.00025,-0.720555,-0.4645016192667,0.0710345074551396,-0.143923856716136,0.691632,-0.04945,-0.00025,-0.720555,12,0.145
0.784150090026615,0.0190193023064988,-0.0785052611200147,0.691597,-0.049634,-9.7e-05,-0.720576,0.463445857507648,0.117688729984018,-0.119366650117449,0.691597,-0.049634,-9.7e-05,-0.720576,-0.776599068759201,-0.060335960953155,-0.090126452298047,0.691597,-0.049634,-9.7e-05,-0.720576,-0.46451213358621,0.0710981641586535,-0.143892329619273,0.691597,-0.049634,-9.7e-05,-0.720576,13,0.145
0.784130339884819,0.0189617892163845,-0.0785641621323123,0.691619,-0.04937,-0.00043,-0.720573,0.463431421219325,0.117616486410058,-0.119516502787962,0.691619,-0.04937,-0.00043,-0.720573,-0.776586112350626,-0.0604425045309411,-0.089992708904729,0.691619,-0.04937,-0.00043,-0.720573,-0.464524866590403,0.070981884581869,-0.143939415624466,0.691619,-0.04937,-0.00043,-0.720573,14,0.145
0.784140166873549,0.0191395992994483,-0.0786086553974852,0.691558,-0.049563,-0.000256,-0.720619,0.463415527368085,0.117766738778309,-0.119508541413878,0.691558,-0.049563,-0.000256,-0.720619,-0.776531215406845,-0.0605330863207279,-0.0899674946159918,0.691558,-0.049563,-0.000256,-0.720619,-0.464512581542247,0.0710013286786318,-0.143926300453536,0.691558,-0.049563,-0.000256,-0.720619,15,0.145
0.784149464676142,0.0192057297331278,-0.0785216915125927,0.691534,-0.049396,-0.000349,-0.720653,0.46344485546446,0.117801217779555,-0.119530585030612,0.691534,-0.049396,-0.000349,-0.720653,-0.776475563137279,-0.0606697785442408,-0.0900242208568839,0.691534,-0.049396,-0.000349,-0.720653,-0.464490388348398,0.0709111379502006,-0.144051360125858,0.691534,-0.049396,-0.000349,-0.720653,16,0.145
0.7841552213238,0.0191640445231996,-0.0787486573689748,0.691545,-0.049194,-0.000812,-0.720656,0.463424470896342,0.117725269934643,-0.119768326491244,0.691545,-0.049194,-0.000812,-0.720656,-0.776442347328163,-0.0608140941824768,-0.0895930371528942,0.691545,-0.049194,-0.000812,-0.720656,-0.464503142936541,0.0707735958583318,-0.143917589734671,0.691545,-0.049194,-0.000812,-0.720656,17,0.145
0.784143998076599,0.0192145220064364,-0.0787365247303332,0.691518,-0.04903,-0.000966,-0.720693,0.46341892105138,0.117742288538793,-0.119833780887781,0.691518,-0.04903,-0.000966,-0.720693,-0.77639413196673,-0.0609649438334693,-0.0895783620070935,0.691518,-0.04903,-0.000966,-0.720693,-0.464495739212874,0.0706683312876352,-0.143995782747902,0.691518,-0.04903,-0.000966,-0.720693,18,0.145
0.784153231487401,0.0192714083065486,-0.078750178245187,0.691492,-0.049021,-0.000985,-0.720719,0.463419552877446,0.117830085727357,-0.119851658288337,0.691492,-0.049021,-0.000985,-0.720719,-0.776336758511409,-0.061032141587382,-0.0895466829376034,0.691492,-0.049021,-0.000985,-0.720719,-0.464482184654309,0.0706649616363122,-0.144011787618778,0.691492,-0.049021,-0.000985,-0.720719,19,0.145
0.784176843824848,0.0193068907827443,-0.0786577605638243,0.691452,-0.048729,-0.001206,-0.720776,0.463412114746988,0.117849395226459,-0.119902037418714,0.691452,-0.048729,-0.001206,-0.720776,-0.776254554015955,-0.0612674669768251,-0.0896009477380649,0.691452,-0.048729,-0.001206,-0.720776,-0.464452230587989,0.0705011189324989,-0.144139285512049,0.691452,-0.048729,-0.001206,-0.720776,20,0.145
0.784183945558055,0.0194236018181479,-0.0786663026413024,0.691397,-0.048835,-0.001136,-0.720822,0.463398560583319,0.117957133598067,-0.119908450656746,0.691397,-0.048835,-0.001136,-0.720822,-0.776185875353885,-0.0613566671565771,-0.0895730254248664,0.691397,-0.048835,-0.001136,-0.720822,-0.464444719234657,0.0705144695795054,-0.144104809967258,0.691397,-0.048835,-0.001136,-0.720822,21,0.145
0.784188617947795,0.0194045103158813,-0.0786782223210094,0.691378,-0.048388,-0.001595,-0.720869,0.463372250691141,0.117918852230457,-0.12001733210476,0.691378,-0.048388,-0.001595,-0.720869,-0.776116698850055,-0.0615798118001237,-0.0895165581037878,0.691378,-0.048388,-0.001595,-0.720869,-0.464429745574611,0.0703106268948024,-0.144207117394905,0.691378,-0.048388,-0.001595,-0.720869,22,0.145
0.784187856466545,0.0194292454860203,-0.0786522932921087,0.691344,-0.048178,-0.001824,-0.720916,0.463322643646721,0.117966567261578,-0.120068022882373,0.691344,-0.048178,-0.001824,-0.720916,-0.776048062313526,-0.0617248994111846,-0.0894831246096562,0.691344,-0.048178,-0.001824,-0.720916,-0.464421543153937,0.0702021546603706,-0.144252841853112,0.691344,-0.048178,-0.001824,-0.720916,23,0.145
0.784206447934698,0.019563581047271,-0.0785829316250106,0.691279,-0.048386,-0.001607,-0.720964,0.463318046790546,0.118151697426476,-0.119963395625156,0.691279,-0.048386,-0.001607,-0.720964,-0.775952137257734,-0.0617439309412366,-0.0895469633487703,0.691279,-0.048386,-0.001607,-0.720964,-0.464389916169239,0.0702902685961444,-0.144214746026821,0.691279,-0.048386,-0.001607,-0.720964,24,0.145
0.784180564341437,0.0197456589972475,-0.078601429417895,0.691198,-0.048474,-0.001587,-0.721036,0.463254523980549,0.118332336869039,-0.119948259608049,0.691198,-0.048474,-0.001587,-0.721036,-0.775895277550455,-0.0618462649729907,-0.0895162838780062,0.691198,-0.048474,-0.001587,-0.721036,-0.464394389904768,0.0702674474206785,-0.14414623712882,0.691198,-0.048474,-0.001587,-0.721036,25,0.145
0.78414600669846,0.0199793229266219,-0.0785716807430653,0.691102,-0.048609,-0.001489,-0.72112,0.463190994664663,0.118543964395753,-0.119898286422258,0.691102,-0.048609,-0.001489,-0.72112,-0.775814397543299,-0.0619643016276357,-0.08953381153756,0.691102,-0.048609,-0.001489,-0.72112,-0.464377761048062,0.0702551191086098,-0.144077742411502,0.691102,-0.048609,-0.001489,-0.72112,26,0.145
0.784144111097395,0.0202913578194457,-0.0785393093672846,0.690981,-0.048663,-0.001471,-0.721231,0.463127662251562,0.118807114619886,-0.11982905895296,0.690981,-0.048663,-0.001471,-0.721231,-0.775720132361185,-0.0621427316105421,-0.0895537382569268,0.690981,-0.048663,-0.001471,-0.721231,-0.464358918452198,0.0702007841594937,-0.14402371759603,0.690981,-0.048663,-0.001471,-0.721231,27,0.145
0.784135661667055,0.0203792480436812,-0.0785578624261815,0.690961,-0.048718,-0.001502,-0.721247,0.463094147686024,0.118890054071617,-0.119829558620018,0.690961,-0.048718,-0.001502,-0.721247,-0.775648293276165,-0.0621575982908698,-0.0895038031150741,0.690961,-0.048718,-0.001502,-0.721247,-0.464320833938627,0.0702390950336969,-0.143924728885427,0.690961,-0.048718,-0.001502,-0.721247,28,0.145
0.784134182962427,0.0205736381860482,-0.0784957639680671,0.690885,-0.048324,-0.001929,-0.721346,0.463029420478427,0.118946967292545,-0.119878952683034,0.690885,-0.048324,-0.001929,-0.721346,-0.775540742210095,-0.062455331994998,-0.0894636354262503,0.690885,-0.048324,-0.001929,-0.721346,-0.464286272936702,0.0699936514675022,-0.143962375553465,0.690885,-0.048324,-0.001929,-0.721346,29,0.145
0.784135509204704,0.0208130467321877,-0.0784790465558717,0.690805,-0.048311,-0.002001,-0.721423,0.463024431770616,0.119085976120359,-0.119831032959002,0.690805,-0.048311,-0.002001,-0.721423,-0.77542039041397,-0.0626368860006119,-0.0894386445603324,0.690805,-0.048311,-0.002001,-0.721423,-0.464245408607656,0.069903495883464,-0.143893979585875,0.690805,-0.048311,-0.002001,-0.721423,30,0.145
0.784135760754904,0.0211810595464261,-0.0784051500154497,0.69067,-0.048412,-0.001909,-0.721545,0.462959011212163,0.119342862363522,-0.119677108828632,0.69067,-0.048412,-0.001909,-0.721545,-0.775316478647301,-0.0629083449396475,-0.0895115421400344,0.69067,-0.048412,-0.001909,-0.721545,-0.464218409394659,0.06981657262531,-0.143837391497178,0.69067,-0.048412,-0.001909,-0.721545,31,0.145
0.784142413165767,0.0216436228270314,-0.0783599196328748,0.69053,-0.048966,-0.001427,-0.721642,0.462883395294162,0.119763693662969,-0.11941090747413,0.69053,-0.048966,-0.001427,-0.721642,-0.775222885317609,-0.0629826525577614,-0.0895372745849159,0.69053,-0.048966,-0.001427,-0.721642,-0.464200380718351,0.069968368607613,-0.143628355666327,0.69053,-0.048966,-0.001427,-0.721642,32,0.145
0.784139119053454,0.0219351175551364,-0.0782321212237886,0.690446,-0.049219,-0.001147,-0.721706,0.462844725200719,0.11995831892906,-0.119197566743954,0.690446,-0.049219,-0.001147,-0.721706,-0.775135660160113,-0.0631198627612833,-0.0896731279052539,0.690446,-0.049219,-0.001147,-0.721706,-0.464172299683823,0.0700384605827788,-0.143572932074649,0.690446,-0.049219,-0.001147,-0.721706,33,0.145
0.784159238029037,0.0219425257154317,-0.0781455383858199,0.690464,-0.048606,-0.001829,-0.72173,0.462811024491211,0.11978456813485,-0.119274083895015,0.690464,-0.048606,-0.001829,-0.72173,-0.775061787455462,-0.0634442498137248,-0.0895236313715745,0.690464,-0.048606,-0.001829,-0.72173,-0.46414249659187,0.0697590729540951,-0.143613082266323,0.690464,-0.048606,-0.001829,-0.72173,34,0.145
0.784162033867081,0.0221842919814465,-0.0779983163145057,0.690401,-0.04876,-0.001676,-0.72178,0.462789225443876,0.119899826754011,-0.119106697236647,0.690401,-0.04876,-0.001676,-0.72178,-0.77498663127349,-0.0636146294503764,-0.0895886277001439,0.690401,-0.04876,-0.001676,-0.72178,-0.464116708718975,0.0697734958115559,-0.143547200601977,0.690401,-0.04876,-0.001676,-0.72178,35,0.145
0.78416615784609,0.0223864569619133,-0.077852647643137,0.690374,-0.049032,-0.001446,-0.721788,0.462752838044574,0.120010965702165,-0.118907484656299,0.690374,-0.049032,-0.001446,-0.721788,-0.774931912500097,-0.06365791076783,-0.0895880457762737,0.690374,-0.049032,-0.001446,-0.721788,-0.464094580558179,0.069902474277096,-0.143417888633023,0.690374,-0.049032,-0.001446,-0.721788,36,0.145
0.784146230954114,0.022627205870066,-0.077602389579554,0.690328,-0.049398,-0.001048,-0.721807,0.462736042946249,0.120152774593279,-0.118641568733907,0.690328,-0.049398,-0.001048,-0.721807,-0.774898700751073,-0.0637000185373485,-0.089711051732537,0.690328,-0.049398,-0.001048,-0.721807,-0.464081473196262,0.0700643870952137,-0.143315628485145,0.690328,-0.049398,-0.001048,-0.721807,37,0.145
0.784125912812202,0.0227094275921046,-0.0774449366534243,0.690354,-0.049154,-0.001351,-0.721799,0.462708709410717,0.120088195111758,-0.118594521153247,0.690354,-0.049154,-0.001351,-0.721799,-0.774875538028042,-0.0638156122831634,-0.0896181531628032,0.690354,-0.049154,-0.001351,-0.721799,-0.464083326322644,0.070000980982977,-0.143298095859243,0.690354,-0.049154,-0.001351,-0.721799,38,0.145
0.784126291339035,0.0229491843031483,-0.0771807953693545,0.690307,-0.049568,-0.000913,-0.721816,0.462699452586676,0.120271434761627,-0.118292587463816,0.690307,-0.049568,-0.000913,-0.721816,-0.774825992869248,-0.0638190590080003,-0.0897307236075367,0.690307,-0.049568,-0.000913,-0.721816,-0.464053211012556,0.0701522991572284,-0.143199646928342,0.690307,-0.049568,-0.000913,-0.721816,39,0.145
0.78411178582895,0.0229527352676079,-0.0770613730749442,0.690353,-0.049502,-0.001122,-0.721776,0.462671333894152,0.120194244165121,-0.11825088221122,0.690353,-0.049502,-0.001122,-0.721776,-0.774837247851383,-0.0638173444950211,-0.0895561590654654,0.690353,-0.049502,-0.001122,-0.721776,-0.464067871659364,0.0701563463883043,-0.143104774067195,0.690353,-0.049502,-0.001122,-0.721776,40,0.145
0.784082456426559,0.0232186963549881,-0.0767676589896656,0.690307,-0.049613,-0.001027,-0.721812,0.462641332045821,0.120301159212949,-0.118076491579907,0.690307,-0.049613,-0.001027,-0.721812,-0.774835440584486,-0.0638679938780717,-0.0895918859619293,0.690307,-0.049613,-0.001027,-0.721812,-0.46408002027056,0.0701741204841919,-0.143077553019585,0.690307,-0.049613,-0.001027,-0.721812,41,0.145
0.784073530844305,0.0233111087138737,-0.076509825855858,0.690315,-0.049645,-0.001016,-0.721803,0.462624304479708,0.120305684283414,-0.117937178145317,0.690315,-0.049645,-0.001016,-0.721803,-0.774845383556389,-0.0638514343352004,-0.0895974895558228,0.690315,-0.049645,-0.001016,-0.721803,-0.464087071118029,0.0701798772403246,-0.143079618804194,0.690315,-0.049645,-0.001016,-0.721803,42,0.145
0.784050025813534,0.0233805523275641,-0.0761882972081412,0.690351,-0.049436,-0.001212,-0.721783,0.46260417097598,0.120243015501141,-0.117851729071247,0.690351,-0.049436,-0.001212,-0.721783,-0.774883548866222,-0.0637992308640354,-0.0896249225006896,0.690351,-0.049436,-0.001212,-0.721783,-0.46408351601183,0.0701356304902897,-0.14316951579733,0.690351,-0.049436,-0.001212,-0.721783,43,0.145
0.784031978965069,0.0234676725735521,-0.075928157432625,0.690366,-0.049385,-0.001274,-0.721772,0.462585075360634,0.120239806618669,-0.117743579232905,0.690366,-0.049385,-0.001274,-0.721772,-0.774899879891771,-0.0637175529373014,-0.0896500008088341,0.690366,-0.049385,-0.001274,-0.721772,-0.464101498307537,0.0701465478351627,-0.143222665248061,0.690366,-0.049385,-0.001274,-0.721772,44,0.145
0.784000223450377,0.0235709878742563,-0.0756482184843253,0.690362,-0.049152,-0.001557,-0.72179,0.462578101845358,0.120194751366598,-0.117736489762047,0.690362,-0.049152,-0.001557,-0.72179,-0.77492584944751,-0.0637550507327563,-0.0896184084008661,0.690362,-0.049152,-0.001557,-0.72179,-0.464119750356344,0.0700078981346602,-0.143322323251218,0.690362,-0.049152,-0.001557,-0.72179,45,0.145
0.783949352087235,0.0238811865570732,-0.0753438148517838,0.690288,-0.049465,-0.001338,-0.721841,0.462532339029208,0.120416212875478,-0.117564427518766,0.690288,-0.049465,-0.001338,-0.721841,-0.774948369433765,-0.0636953993188365,-0.0895852274172764,0.690288,-0.049465,-0.001338,-0.721841,-0.464168292576179,0.0700798439728965,-0.143255429836793,0.690288,-0.049465,-0.001338,-0.721841,46,0.145
0.783904826882545,0.0239573237406474,-0.0750563844696229,0.690275,-0.04897,-0.001885,-0.721886,0.462501505316068,0.12036193403229,-0.117615279567751,0.690275,-0.04897,-0.001885,-0.721886,-0.77495127938205,-0.0638365848544763,-0.0895151753522125,0.690275,-0.04897,-0.001885,-0.721886,-0.464193087477147,0.0698264207543301,-0.143409532634589,0.690275,-0.04897,-0.001885,-0.721886,47,0.145
0.783839613663742,0.0242639636243759,-0.0747417609854946,0.690171,-0.049051,-0.001826,-0.72198,0.462421579861233,0.120562672390364,-0.117482560040688,0.690171,-0.049051,-0.001826,-0.72198,-0.774954831727086,-0.0639249388595882,-0.0895712668784025,0.690171,-0.049051,-0.001826,-0.72198,-0.464232603961736,0.0697633681935069,-0.143482971901633,0.690171,-0.049051,-0.001826,-0.72198,48,0.145
0.783806037029502,0.0244764540593699,-0.0745496224798504,0.690107,-0.04903,-0.001963,-0.722042,0.462414934164678,0.120685448367185,-0.117458385909621,0.690107,-0.04903,-0.001963,-0.722042,-0.774961810415639,-0.0639541464021902,-0.0894905170018859,0.690107,-0.04903,-0.001963,-0.722042,-0.464239421085854,0.0696948192485823,-0.143525769533304,0.690107,-0.04903,-0.001963,-0.722042,49,0.145
0.783746919301418,0.0246897567811856,-0.074297780499829,0.690015,-0.049349,-0.001676,-0.722109,0.462376660923468,0.120891381098115,-0.117300880448334,0.690015,-0.049349,-0.001676,-0.722109,-0.774962498293411,-0.0639338023453557,-0.0895707854841233,0.690015,-0.049349,-0.001676,-0.722109,-0.464233476457944,0.069743033610033,-0.143557528603707,0.690015,-0.049349,-0.001676,-0.722109,50,0.145
0.783725277670135,0.0249239468723122,-0.0740994473415572,0.689943,-0.049612,-0.001509,-0.72216,0.462348998728258,0.121064530000425,-0.117176409583049,0.689943,-0.049612,-0.001509,-0.72216,-0.774965248442087,-0.063876137661737,-0.0895572855665525,0.689943,-0.049612,-0.001509,-0.72216,-0.464219367921689,0.0697807577084018,-0.143554400080337,0.689943,-0.049612,-0.001509,-0.72216,51,0.145
0.783694879734666,0.0251972923103504,-0.0737890009146969,0.689828,-0.04974,-0.00131,-0.722262,0.462311143426231,0.121259929368655,-0.11703733460061,0.689828,-0.04974,-0.00131,-0.722262,-0.774959190523056,-0.0639649774330761,-0.0897850024907773,0.689828,-0.04974,-0.00131,-0.722262,-0.46422071782396,0.0696436068894796,-0.143751813375209,0.689828,-0.04974,-0.00131,-0.722262,52,0.145
0.783674076773714,0.0253693967696061,-0.0735968947980156,0.689756,-0.04981,-0.001272,-0.722325,0.462295787147848,0.121392632830073,-0.116951190773958,0.689756,-0.04981,-0.001272,-0.722325,-0.774950265428473,-0.0640043171814681,-0.0898743328184776,0.689756,-0.04981,-0.001272,-0.722325,-0.464198789292747,0.0695822224947022,-0.143835116164697,0.689756,-0.04981,-0.001272,-0.722325,53,0.145
0.783621574966303,0.0256474279840224,-0.0734290342368595,0.689649,-0.050163,-0.000967,-0.722404,0.462242134979114,0.121616164393225,-0.116831688249246,0.689649,-0.050163,-0.000967,-0.722404,-0.774958436023826,-0.0640077173835499,-0.0899823853207749,0.689649,-0.050163,-0.000967,-0.722404,-0.464197076731718,0.0696260508497834,-0.143824501919641,0.689649,-0.050163,-0.000967,-0.722404,54,0.145
0.78361816992184,0.0257499590550794,-0.0732710657065591,0.689609,-0.050035,-0.001093,-0.722451,0.462235772917247,0.121660660342633,-0.116814403861581,0.689609,-0.050035,-0.001093,-0.722451,-0.774952788168333,-0.0640578422835332,-0.0901107027446852,0.689609,-0.050035,-0.001093,-0.722451,-0.464155462171235,0.069517735322079,-0.143944872680491,0.689609,-0.050035,-0.001093,-0.722451,55,0.145
0.783608300290909,0.0259223140094056,-0.0731143569335979,0.689533,-0.049981,-0.001154,-0.722527,0.462231345089817,0.12174588494753,-0.116798380261909,0.689533,-0.049981,-0.001154,-0.722527,-0.774954959832808,-0.0641745376900896,-0.0902401085750071,0.689533,-0.049981,-0.001154,-0.722527,-0.464134801507016,0.0693886312627358,-0.1440260551132,0.689533,-0.049981,-0.001154,-0.722527,56,0.145
0.783636158641277,0.0260996044327236,-0.0730202432305063,0.689473,-0.049984,-0.001187,-0.722584,0.462242813348661,0.121826798615826,-0.116794753342667,0.689473,-0.049984,-0.001187,-0.722584,-0.774919015227733,-0.0642195697872648,-0.0903309301160094,0.689473,-0.049984,-0.001187,-0.722584,-0.464085992260333,0.0693300030246892,-0.14405148859113,0.689473,-0.049984,-0.001187,-0.722584,57,0.145
0.783654633299297,0.026228765613893,-0.07293605519782,0.689409,-0.049936,-0.001247,-0.722648,0.462236678359584,0.121904585365358,-0.116830712092179,0.689409,-0.049936,-0.001247,-0.722648,-0.774921411618901,-0.0643247804206469,-0.0904552023586865,0.689409,-0.049936,-0.001247,-0.722648,-0.464054190795423,0.069227238217629,-0.144114870257667,0.689409,-0.049936,-0.001247,-0.722648,58,0.145
0.783687922700052,0.026276691595949,-0.0729106311987111,0.689409,-0.049956,-0.001282,-0.722646,0.462273704455901,0.121917628992088,-0.116845417118817,0.689409,-0.049956,-0.001282,-0.722646,-0.774912252674548,-0.0642413378892508,-0.090502040676373,0.689409,-0.049956,-0.001282,-0.722646,-0.464001632244103,0.0692619693354029,-0.144087379992535,0.689409,-0.049956,-0.001282,-0.722646,59,0.145
0.783706720338998,0.0264102590918619,-0.0729184119193764,0.689363,-0.050174,-0.001136,-0.722676,0.462270994131663,0.122022231958546,-0.116833373514857,0.689363,-0.050174,-0.001136,-0.722676,-0.774929548655026,-0.064201173679289,-0.090573672970298,0.689363,-0.050174,-0.001136,-0.722676,-0.463991844887818,0.0693323148030941,-0.1440248151663,0.689363,-0.050174,-0.001136,-0.722676,60,0.145
0.783734861323656,0.0265001823612727,-0.0729049264254463,0.689342,-0.050056,-0.001263,-0.722703,0.462280191134034,0.122017738049042,-0.116891385725839,0.689342,-0.050056,-0.001263,-0.722703,-0.77492676697632,-0.0642357206634412,-0.090658576435127,0.689342,-0.050056,-0.001263,-0.722703,-0.463952716289329,0.0692948678423757,-0.144087906543289,0.689342,-0.050056,-0.001263,-0.722703,61,0.145
0.78376087913632,0.0266036780122254,-0.0729437505156353,0.689309,-0.049954,-0.001452,-0.722742,0.46230565837452,0.122028120008382,-0.116964367629014,0.689309,-0.049954,-0.001452,-0.722742,-0.774910176508698,-0.0643067940413759,-0.0906354108655872,0.689309,-0.049954,-0.001452,-0.722742,-0.463922703353703,0.0692211090500499,-0.14408379397205,0.689309,-0.049954,-0.001452,-0.722742,62,0.145
0.783789456297977,0.0266178184584241,-0.0730342044180805,0.689314,-0.049853,-0.00169,-0.722743,0.462301242315151,0.121986491925661,-0.117070488332045,0.689314,-0.049853,-0.00169,-0.722743,-0.774903296783739,-0.0642985875133671,-0.0905396335103745,0.689314,-0.049853,-0.00169,-0.722743,-0.463904834962521,0.0692071690445809,-0.144034636620537,0.689314,-0.049853,-0.00169,-0.722743,63,0.145
0.783831385731952,0.0268309622261897,-0.0729571283881944,0.689226,-0.049986,-0.001485,-0.722819,0.46232292184175,0.122117766718534,-0.116965539876324,0.689226,-0.049986,-0.001485,-0.722819,-0.774850324050985,-0.0643731215683062,-0.0907596357310716,0.689226,-0.049986,-0.001485,-0.722819,-0.463855200202581,0.0692133906679704,-0.144103178545194,0.689226,-0.049986,-0.001485,-0.722819,64,0.145
0.78385819291399,0.0267640287906216,-0.073044928051148,0.689267,-0.049743,-0.00182,-0.722796,0.462325713238729,0.121988768250407,-0.117084637866006,0.689267,-0.049743,-0.00182,-0.722796,-0.774859442402926,-0.0643232453001334,-0.0906922320580636,0.689267,-0.049743,-0.00182,-0.722796,-0.463834178964394,0.0691973208405832,-0.144108007882262,0.689267,-0.049743,-0.00182,-0.722796,65,0.145
0.783879784939842,0.0266479314809966,-0.0731772766095431,0.689309,-0.049489,-0.002181,-0.722772,0.46234519724413,0.121820997226336,-0.117219317044947,0.689309,-0.049489,-0.002181,-0.722772,-0.774854356661828,-0.0642989409907584,-0.0906117709251627,0.689309,-0.049489,-0.002181,-0.722772,-0.463806000421976,0.0691393742535042,-0.144118839804432,0.689309,-0.049489,-0.002181,-0.722772,66,0.145
